site	qk	fk
15503	0.792	0.584
15504	0.813	0.721
15505	0.792	0.089
15506	0.667	0.362
15507	0.896	0.857
15508	0.708	0.912
15509	0.792	0.575
15510	0.625	0.344
15511	0.792	0.52
15512	0.833	0.237
15513	0.792	0.251
15514	0.729	0.752
15515	0.792	0.693
15516	0.708	0.279
15517	0.708	0.113
15518	0.625	0.243
15519	0.771	0.328
15520	0.771	0.607
15521	0.646	0.067
15522	0.75	0.411
15523	0.667	0.557
15524	0.667	0.176
15525	0.75	0.234
15526	0.708	0.455
15527	0.833	0.787
15528	0.771	0.801
15529	0.708	0.593
15530	0.75	0.448
15531	0.75	0.927
15532	0.708	0.298
15533	0.688	0.433
15534	0.729	0.376
15535	0.708	0.6
15536	0.75	0.741
15537	0.646	0.162
15538	0.771	0.853
15539	0.792	0.695
15540	0.75	0.399
15541	0.813	0.517
15542	0.75	0.393
15543	0.917	0.816
15544	0.688	0.473
15545	0.708	0.468
15546	0.854	0.756
15547	0.875	0.977
15548	0.625	0.087
15549	0.688	0.584
15550	0.854	0.625
15551	0.75	0.648
15552	0.771	0.019
15553	0.854	0.872
15554	0.792	0.037
15555	0.917	0.968
15556	0.792	0.272
15557	0.854	0.93
15558	0.75	0.492
15559	0.875	0.832
15560	0.875	0.626
15561	0.792	0.963
15562	0.792	0.433
15563	0.792	0.619
15564	0.833	0.75
15565	0.688	0.515
15566	0.833	0.817
15567	0.813	0.86
15568	0.708	0.041
15569	0.688	0.504
15570	0.688	0.036
15571	0.708	0.531
15572	0.75	0.614
15573	0.792	0.647
15574	0.771	0.523
15575	0.667	0.49
15576	0.833	0.723
15577	0.708	0.692
15578	0.917	0.511
15579	0.688	0.776
15580	0.813	0.979
15581	0.771	0.261
15582	0.688	0.63
15583	0.667	0.555
15584	0.75	0.153
15585	0.75	0.339
15586	0.771	0.93
15587	0.729	0.25
15588	0.708	0.268
15589	0.688	0.615
15590	0.729	0.207
15591	0.646	0.202
15592	0.667	0.371
15593	0.75	0.455
15594	0.833	0.93
15595	0.771	0.946
15596	0.771	0.929
15597	0.833	0.245
15598	0.771	0.448
15599	0.729	0.158
15600	0.771	0.756
15601	0.792	0.687
15602	0.729	0.177
15603	0.792	0.88
15604	0.854	0.765
15605	0.813	0.905
15606	0.646	0.083
15607	0.667	0.26
15608	0.75	0.209
15609	0.646	0.559
15610	0.688	0.059
15611	0.583	0.63
15612	0.688	0.594
15613	0.667	0.89
15614	0.833	0.841
15615	0.75	0.689
15616	0.833	0.816
15617	0.771	0.36
15618	0.854	0.642
15619	0.688	0.054
15620	0.771	0.778
15621	0.75	0.221
15622	0.854	0.973
15623	0.708	0.579
15624	0.792	0.343
15625	0.688	0.384
15626	0.604	0.233
15627	0.771	0.871
15628	0.958	0.862
15629	0.625	0.628
15630	0.625	0.152
15631	0.729	0.406
15632	0.792	0.126
15633	0.854	0.929
15634	0.896	0.858
15635	0.729	0.746
15636	0.708	0.077
15637	0.667	0.736
15638	0.813	0.526
15639	0.833	0.37
15640	0.771	0.712
15641	0.792	0.913
15642	0.771	0.673
15643	0.792	0.61
15644	0.854	0.381
15645	0.771	0.756
15646	0.646	0.014
15647	0.667	0.191
15648	0.604	0.385
15649	0.708	0.314
15650	0.854	0.562
15651	0.771	0.019
15652	0.813	0.978
15653	0.625	0.645
15654	0.771	0.402
15655	0.75	0.544
15656	0.688	0.252
15657	0.729	0.052
15658	0.667	0.66
15659	0.75	0.243
15660	0.771	0.224
15661	0.875	0.985
15662	0.646	0.099
15663	0.563	0.15
15664	0.708	0.142
15665	0.75	0.165
15666	0.875	0.925
15667	0.813	0.709
15668	0.688	0.467
15669	0.646	0.268
15670	0.729	0.016
15671	0.896	0.686
15672	0.688	0.353
15673	0.688	0.56
15674	0.646	0.355
15675	0.771	0.857
15676	0.75	0.052
15677	0.813	0.979
15678	0.896	0.903
15679	0.688	0.023
15680	0.75	0.369
15681	0.854	0.191
15682	0.667	0.072
15683	0.75	0.755
15684	0.792	0.271
15685	0.688	0.532
15686	0.604	0.541
15687	0.729	0.056
15688	0.729	0.571
15689	0.792	0.419
15690	0.813	0.619
15691	0.75	0.796
15692	0.792	0.455
15693	0.833	0.757
15694	0.708	0.2
15695	0.729	0.042
15696	0.75	0.614
15697	0.75	0.49
15698	0.833	0.297
15699	0.792	0.954
15700	0.667	0.044
15701	0.875	0.207
15702	0.479	0.087
15703	0.646	0.201
15704	0.771	0.191
15705	0.708	0.581
15706	0.813	0.872
15707	0.708	0.229
15708	0.729	0.158
15709	0.833	0.406
15710	0.854	0.612
15711	0.75	0.553
15712	0.813	0.827
15713	0.875	0.934
15714	0.75	0.804
15715	0.646	0.313
15716	0.813	0.418
15717	0.792	0.92
15718	0.688	0.53
15719	0.792	0.927
15720	0.771	0.101
15721	0.771	0.33
15722	0.854	0.447
15723	0.896	0.711
15724	0.75	0.513
15725	0.729	0.498
15726	0.771	0.079
15727	0.729	0.709
15728	0.688	0.111
15729	0.938	0.563
15730	0.667	0.557
15731	0.729	0.794
15732	0.833	0.789
15733	0.771	0.11
15734	0.688	0.912
15735	0.688	0.16
15736	0.75	0.322
15737	0.708	0.746
15738	0.771	0.568
15739	0.729	0.056
15740	0.833	0.878
15741	0.688	0.61
15742	0.813	0.957
15743	0.771	0.457
15744	0.813	0.495
15745	0.708	0.42
15746	0.833	0.466
15747	0.771	0.466
15748	0.708	0.454
15749	0.979	0.765
15750	0.708	0.694
15751	0.792	0.759
15752	0.729	0.215
15753	0.792	0.831
15754	0.729	0.907
15755	0.813	0.55
15756	0.667	0.373
15757	0.708	0.535
15758	0.708	0.763
15759	0.896	0.878
15760	0.792	0.56
15761	0.75	0.327
15762	0.604	0.458
15763	0.792	0.338
15764	0.729	0.578
15765	0.854	0.731
15766	0.667	0.109
15767	0.813	0.95
15768	0.75	0.81
15769	0.771	0.45
15770	0.667	0.429
15771	0.854	0.514
15772	0.917	0.655
15773	0.688	0.379
15774	0.792	0.874
15775	0.792	0.306
15776	0.833	0.367
15777	0.833	0.757
15778	0.708	0.584
15779	0.729	0.202
15780	0.75	0.064
15781	0.792	0.722
15782	0.708	0.926
15783	0.583	0.093
15784	0.792	0.61
15785	0.75	0.259
15786	0.75	0.143
15787	0.854	0.89
15788	0.625	0.363
15789	0.771	0.589
15790	0.875	0.801
15791	0.75	0.446
15792	0.792	0.188
15793	0.813	0.873
15794	0.854	0.958
15795	0.729	0.517
15796	0.813	0.87
15797	0.813	0.617
15798	0.667	0.016
15799	0.875	0.764
15800	0.75	0.174
15801	0.833	0.899
15802	0.854	0.358
15803	0.625	0.316
15804	0.75	0.884
15805	0.792	0.658
15806	0.792	0.875
15807	0.708	0.607
15808	0.833	0.455
15809	0.75	0.484
15810	0.729	0.886
15811	0.771	0.16
15812	0.729	0.434
15813	0.771	0.229
15814	0.792	0.529
15815	0.646	0.126
15816	0.708	0.287
15817	0.875	0.975
15818	0.771	0.429
15819	0.625	0.493
15820	0.792	0.629
15821	0.792	0.08
15822	0.813	0.892
15823	0.729	0.694
15824	0.625	0.27
15825	0.792	0.377
15826	0.833	0.908
15827	0.792	0.821
15828	0.667	0.283
15829	0.729	0.047
15830	0.833	0.428
15831	0.729	0.679
15832	0.875	0.823
15833	0.833	0.961
15834	0.729	0.773
15835	0.792	0.981
15836	0.833	0.831
15837	0.792	0.311
15838	0.771	0.546
15839	0.75	0.712
15840	0.75	0.527
15841	0.792	0.818
15842	0.833	0.796
15843	0.729	0.473
15844	0.792	0.421
15845	0.708	0.345
15846	0.667	0.035
15847	0.75	0.719
15848	0.708	0.107
15849	0.688	0.029
15850	0.771	0.011
15851	0.604	0.627
15852	0.917	0.676
15853	0.833	0.252
15854	0.813	0.57
15855	0.833	0.677
15856	0.729	0.389
15857	0.792	0.729
15858	0.813	0.973
15859	0.813	0.14
15860	0.792	0.771
15861	0.771	0.618
15862	0.708	0.297
15863	0.813	0.596
15864	0.833	0.751
15865	0.688	0.181
15866	0.792	0.866
15867	0.771	0.981
15868	0.688	0.401
15869	0.708	0.771
15870	0.688	0.315
15871	0.708	0.475
15872	0.854	0.764
15873	0.833	0.966
15874	0.771	0.631
15875	0.729	0.108
15876	0.729	0.323
15877	0.792	0.657
15878	0.646	0.025
15879	0.688	0.198
15880	0.854	0.821
15881	0.792	0.089
15882	0.646	0.456
15883	0.625	0.465
15884	0.896	0.862
15885	0.792	0.09
15886	0.583	0.12
15887	0.771	0.159
15888	0.521	0.057
15889	0.771	0.685
15890	0.625	0.491
15891	0.75	0.559
15892	0.771	0.497
15893	0.792	0.665
15894	0.833	0.978
15895	0.583	0.173
15896	0.688	0.69
15897	0.75	0.198
15898	0.854	0.18
15899	0.729	0.453
15900	0.792	0.404
15901	0.833	0.661
15902	0.813	0.47
15903	0.813	0.441
15904	0.688	0.5
15905	0.792	0.632
15906	0.729	0.141
15907	0.688	0.062
15908	0.583	0.193
15909	0.833	0.306
15910	0.75	0.774
15911	0.813	0.976
15912	0.667	0.019
15913	0.688	0.398
15914	0.75	0.537
15915	0.875	0.614
15916	0.75	0.153
15917	0.833	0.376
15918	0.771	0.045
15919	0.875	0.683
15920	0.667	0.073
15921	0.771	0.382
15922	0.854	0.936
15923	0.792	0.692
15924	0.729	0.025
15925	0.75	0.666
15926	0.771	0.453
15927	0.813	0.597
15928	0.854	0.592
15929	0.667	0.096
15930	0.667	0.901
15931	0.875	0.944
15932	0.708	0.491
15933	0.833	0.457
15934	0.854	0.82
15935	0.792	0.569
15936	0.75	0.437
15937	0.833	0.868
15938	0.771	0.768
15939	0.708	0.403
15940	0.833	0.698
15941	0.792	0.44
15942	0.771	0.065
15943	0.813	0.681
15944	0.771	0.557
15945	0.771	0.499
15946	0.813	0.221
15947	0.771	0.444
15948	0.813	0.581
15949	0.771	0.755
15950	0.813	0.723
15951	0.813	0.417
15952	0.646	0.287
15953	0.646	0.487
15954	0.604	0.212
15955	0.729	0.195
15956	0.771	0.954
15957	0.792	0.95
15958	0.667	0.245
15959	0.813	0.78
15960	0.688	0.385
15961	0.771	0.186
15962	0.792	0.651
15963	0.75	0.949
15964	0.708	0.648
15965	0.771	0.089
15966	0.792	0.873
15967	0.875	0.677
15968	0.813	0.833
15969	0.771	0.465
15970	0.792	0.74
15971	0.792	0.139
15972	0.813	0.527
15973	0.729	0.808
15974	0.708	0.833
15975	0.771	0.905
15976	0.708	0.293
15977	0.813	0.986
15978	0.771	0.888
15979	0.792	0.94
15980	0.583	0.13
15981	0.667	0.32
15982	0.833	0.976
15983	0.833	0.69
15984	0.729	0.758
15985	0.771	0.58
15986	0.708	0.342
15987	0.708	0.514
15988	0.771	0.887
15989	0.75	0.096
15990	0.833	0.494
15991	0.854	0.598
15992	0.563	0.241
15993	0.813	0.171
15994	0.771	0.355
15995	0.833	0.973
15996	0.896	0.907
15997	0.625	0.067
15998	0.667	0.365
15999	0.708	0.564
16000	0.813	0.652
16001	0.917	0.092
16002	0.75	0.456
16003	0.729	0.189
16004	0.854	0.58
16005	0.792	0.228
16006	0.854	0.06
16007	0.792	0.957
16008	0.813	0.052
16009	0.875	0.177
16010	0.771	0.239
16011	0.688	0.537
16012	0.792	0.52
16013	0.833	0.534
16014	0.667	0.161
16015	0.646	0.155
16016	0.813	0.714
16017	0.813	0.85
16018	0.688	0.636
16019	0.833	0.979
16020	0.729	0.824
16021	0.792	0.648
16022	0.729	0.896
16023	0.833	0.808
16024	0.854	0.368
16025	0.813	0.606
16026	0.729	0.1
16027	0.771	0.488
16028	0.75	0.206
16029	0.833	0.757
16030	0.708	0.265
16031	0.813	0.877
16032	0.75	0.559
16033	0.729	0.199
16034	0.75	0.17
16035	0.833	0.551
16036	0.854	0.93
16037	0.604	0.06
16038	0.729	0.851
16039	0.729	0.457
16040	0.75	0.924
16041	0.813	0.757
16042	0.792	0.9
16043	0.792	0.217
16044	0.813	0.602
16045	0.833	0.719
16046	0.729	0.51
16047	0.771	0.327
16048	0.813	0.5
16049	0.729	0.828
16050	0.667	0.28
16051	0.771	0.569
16052	0.854	0.638
16053	0.688	0.284
16054	0.813	0.081
16055	0.833	0.762
16056	0.896	0.218
16057	0.771	0.29
16058	0.854	0.713
16059	0.667	0.042
16060	0.771	0.404
16061	0.625	0.09
16062	0.688	0.288
16063	0.854	0.897
16064	0.75	0.203
16065	0.792	0.481
16066	0.771	0.528
16067	0.833	0.954
16068	0.729	0.017
16069	0.833	0.894
16070	0.813	0.435
16071	0.646	0.167
16072	0.854	0.87
16073	0.792	0.33
16074	0.875	0.894
16075	0.771	0.632
16076	0.813	0.495
16077	0.875	0.975
16078	0.708	0.241
16079	0.75	0.23
16080	0.771	0.574
16081	0.917	0.811
16082	0.75	0.449
16083	0.771	0.227
16084	0.875	0.494
16085	0.813	0.837
16086	0.604	0.095
16087	0.771	0.381
16088	0.896	0.551
16089	0.729	0.299
16090	0.729	0.58
16091	0.854	0.536
16092	0.896	0.973
16093	0.771	0.747
16094	0.583	0.761
16095	0.813	0.874
16096	0.792	0.55
16097	0.75	0.579
16098	0.729	0.813
16099	0.75	0.093
16100	0.917	0.923
16101	0.875	0.909
16102	0.875	0.783
16103	0.604	0.334
16104	0.792	0.294
16105	0.771	0.406
16106	0.792	0.116
16107	0.688	0.221
16108	0.771	0.409
16109	0.771	0.752
16110	0.833	0.824
16111	0.813	0.118
16112	0.792	0.633
16113	0.771	0.479
16114	0.813	0.975
16115	0.646	0.341
16116	0.771	0.031
16117	0.708	0.702
16118	0.708	0.158
16119	0.813	0.777
16120	0.813	0.57
16121	0.75	0.274
16122	0.75	0.046
16123	0.792	0.766
16124	0.833	0.623
16125	0.729	0.951
16126	0.792	0.633
16127	0.75	0.098
16128	0.729	0.24
16129	0.771	0.118
16130	0.833	0.681
16131	0.75	0.31
16132	0.813	0.53
16133	0.708	0.529
16134	0.833	0.651
16135	0.896	0.45
16136	0.813	0.323
16137	0.708	0.669
16138	0.667	0.242
16139	0.813	0.166
16140	0.708	0.377
16141	0.833	0.705
16142	0.771	0.14
16143	0.75	0.482
16144	0.771	0.595
16145	0.792	0.281
16146	0.792	0.092
16147	0.708	0.628
16148	0.813	0.951
16149	0.688	0.246
16150	0.813	0.734
16151	0.792	0.704
16152	0.854	0.981
16153	0.708	0.568
16154	0.792	0.975
16155	0.917	0.921
16156	0.833	0.362
16157	0.875	0.839
16158	0.771	0.795
16159	0.833	0.333
16160	0.875	0.859
16161	0.792	0.797
16162	0.708	0.545
16163	0.729	0.198
16164	0.729	0.439
16165	0.771	0.656
16166	0.792	0.464
16167	0.813	0.535
16168	0.854	0.254
16169	0.833	0.891
16170	0.833	0.261
16171	0.875	0.316
16172	0.771	0.603
16173	0.708	0.328
16174	0.854	0.415
16175	0.75	0.45
16176	0.854	0.728
16177	0.75	0.718
16178	0.667	0.225
16179	0.833	0.902
16180	0.896	0.985
16181	0.729	0.65
16182	0.75	0.915
16183	0.646	0.401
16184	0.792	0.073
16185	0.833	0.473
16186	0.75	0.39
16187	0.833	0.509
16188	0.771	0.407
16189	0.854	0.796
16190	0.833	0.103
16191	0.729	0.934
16192	0.667	0.868
16193	0.813	0.508
16194	0.708	0.068
16195	0.875	0.364
16196	0.667	0.25
16197	0.833	0.04
16198	0.896	0.593
16199	0.646	0.032
16200	0.813	0.362
16201	0.792	0.843
16202	0.854	0.554
16203	0.833	0.785
16204	0.708	0.153
16205	0.854	0.963
16206	0.563	0.074
16207	0.896	0.591
16208	0.833	0.75
16209	0.583	0.072
16210	0.813	0.942
16211	0.833	0.37
16212	0.833	0.718
16213	0.75	0.881
16214	0.792	0.26
16215	0.75	0.27
16216	0.625	0.345
16217	0.792	0.253
16218	0.646	0.06
16219	0.729	0.242
16220	0.813	0.524
16221	0.875	0.753
16222	0.854	0.669
16223	0.854	0.936
16224	0.771	0.501
16225	0.938	0.904
16226	0.729	0.372
16227	0.729	0.368
16228	0.813	0.929
16229	0.792	0.22
16230	0.875	0.884
16231	0.792	0.778
16232	0.708	0.126
16233	0.729	0.198
16234	0.833	0.638
16235	0.75	0.351
16236	0.75	0.719
16237	0.771	0.854
16238	0.729	0.541
16239	0.833	0.818
16240	0.813	0.657
16241	0.854	0.829
16242	0.771	0.272
16243	0.646	0.103
16244	0.771	0.359
16245	0.833	0.758
16246	0.75	0.238
16247	0.604	0.01
16248	0.813	0.425
16249	0.833	0.438
16250	0.729	0.073
16251	0.771	0.746
16252	0.875	0.95
16253	0.708	0.813
16254	0.75	0.214
16255	0.708	0.056
16256	0.854	0.425
16257	0.771	0.286
16258	0.771	0.757
16259	0.833	0.394
16260	0.896	0.412
16261	0.708	0.941
16262	0.75	0.225
16263	0.813	0.025
16264	0.708	0.693
16265	0.854	0.619
16266	0.792	0.635
16267	0.813	0.917
16268	0.833	0.73
16269	0.792	0.774
16270	0.854	0.7
16271	0.875	0.496
16272	0.771	0.745
16273	0.896	0.747
16274	0.75	0.282
16275	0.771	0.726
16276	0.792	0.472
16277	0.771	0.337
16278	0.833	0.546
16279	0.75	0.393
16280	0.792	0.529
16281	0.708	0.615
16282	0.833	0.128
16283	0.75	0.524
16284	0.792	0.355
16285	0.771	0.599
16286	0.792	0.099
16287	0.771	0.298
16288	0.771	0.677
16289	0.75	0.36
16290	0.792	0.764
16291	0.75	0.626
16292	0.792	0.516
16293	0.75	0.314
16294	0.792	0.09
16295	0.75	0.155
16296	0.833	0.973
16297	0.917	0.793
16298	0.625	0.146
16299	0.854	0.933
16300	0.854	0.874
16301	0.854	0.23
16302	0.854	0.587
16303	0.917	0.876
16304	0.833	0.765
16305	0.813	0.562
16306	0.75	0.292
16307	0.708	0.033
16308	0.708	0.304
16309	0.771	0.263
16310	0.854	0.287
16311	0.75	0.347
16312	0.813	0.353
16313	0.833	0.21
16314	0.729	0.044
16315	0.667	0.226
16316	0.771	0.947
16317	0.813	0.118
16318	0.771	0.533
16319	0.729	0.506
16320	0.771	0.041
16321	0.75	0.812
16322	0.813	0.858
16323	0.875	0.882
16324	0.792	0.742
16325	0.771	0.669
16326	0.792	0.335
16327	0.792	0.674
16328	0.708	0.113
16329	0.729	0.585
16330	0.729	0.272
16331	0.771	0.294
16332	0.854	0.768
16333	0.792	0.45
16334	0.729	0.373
16335	0.813	0.702
16336	0.625	0.227
16337	0.646	0.27
16338	0.563	0.091
16339	0.813	0.982
16340	0.917	0.773
16341	0.896	0.154
16342	0.854	0.833
16343	0.813	0.479
16344	0.854	0.939
16345	0.875	0.904
16346	0.792	0.025
16347	0.813	0.39
16348	0.646	0.173
16349	0.729	0.084
16350	0.688	0.051
16351	0.729	0.153
16352	0.875	0.487
16353	0.771	0.049
16354	0.813	0.397
16355	0.792	0.154
16356	0.792	0.768
16357	0.75	0.688
16358	0.813	0.382
16359	0.875	0.853
16360	0.667	0.109
16361	0.771	0.296
16362	0.833	0.406
16363	0.771	0.657
16364	0.708	0.481
16365	0.833	0.835
16366	0.75	0.753
16367	0.792	0.754
16368	0.813	0.591
16369	0.792	0.133
16370	0.813	0.539
16371	0.833	0.594
16372	0.833	0.158
16373	0.875	0.867
16374	0.75	0.412
16375	0.792	0.535
16376	0.792	0.877
16377	0.854	0.9
16378	0.792	0.869
16379	0.813	0.346
16380	0.792	0.487
16381	0.854	0.567
16382	0.813	0.829
16383	0.75	0.506
16384	0.75	0.298
16385	0.771	0.553
16386	0.771	0.767
16387	0.771	0.819
16388	0.75	0.426
16389	0.771	0.746
16390	0.75	0.062
16391	0.625	0.092
16392	0.771	0.918
16393	0.771	0.775
16394	0.792	0.119
16395	0.771	0.862
16396	0.813	0.221
16397	0.833	0.258
16398	0.917	0.98
16399	0.875	0.895
16400	0.833	0.522
16401	0.771	0.129
16402	0.833	0.236
16403	0.917	0.595
16404	0.708	0.606
16405	0.667	0.603
16406	0.708	0.077
16407	0.771	0.809
16408	0.75	0.656
16409	0.771	0.949
16410	0.75	0.902
16411	0.833	0.694
16412	0.833	0.764
16413	0.792	0.717
16414	0.854	0.979
16415	0.792	0.458
16416	0.729	0.245
16417	0.771	0.762
16418	0.771	0.297
16419	0.75	0.043
16420	0.875	0.641
16421	0.854	0.773
16422	0.667	0.122
16423	0.667	0.067
16424	0.813	0.988
16425	0.854	0.941
16426	0.688	0.097
16427	0.792	0.588
16428	0.833	0.99
16429	0.833	0.455
16430	0.771	0.905
16431	0.771	0.629
16432	0.813	0.681
16433	0.896	0.899
16434	0.729	0.465
16435	0.813	0.606
16436	0.646	0.376
16437	0.729	0.345
16438	0.771	0.348
16439	0.792	0.879
16440	0.604	0.042
16441	0.833	0.368
16442	0.625	0.37
16443	0.688	0.139
16444	0.875	0.521
16445	0.854	0.971
16446	0.729	0.702
16447	0.771	0.801
16448	0.833	0.912
16449	0.813	0.874
16450	0.792	0.687
16451	0.771	0.978
16452	0.771	0.395
16453	0.833	0.768
16454	0.833	0.784
16455	0.792	0.549
16456	0.75	0.115
16457	0.854	0.466
16458	0.708	0.43
16459	0.75	0.388
16460	0.729	0.223
16461	0.771	0.449
16462	0.75	0.418
16463	0.688	0.262
16464	0.854	0.494
16465	0.813	0.028
16466	0.917	0.454
16467	0.646	0.017
16468	0.875	0.449
16469	0.833	0.414
16470	0.792	0.247
16471	0.792	0.825
16472	0.688	0.021
16473	0.75	0.685
16474	0.75	0.702
16475	0.792	0.707
16476	0.708	0.312
16477	0.875	0.121
16478	0.771	0.032
16479	0.833	0.863
16480	0.729	0.43
16481	0.833	0.298
16482	0.771	0.106
16483	0.667	0.166
16484	0.792	0.705
16485	0.75	0.727
16486	0.75	0.865
16487	0.75	0.654
16488	0.833	0.943
16489	0.958	0.876
16490	0.833	0.629
16491	0.854	0.472
16492	0.583	0.145
16493	0.854	0.934
16494	0.667	0.335
16495	0.854	0.674
16496	0.833	0.623
16497	0.833	0.987
16498	0.667	0.283
16499	0.854	0.177
16500	0.813	0.822
16501	0.813	0.675
16502	0.979	0.867
16503	0.729	0.092
16504	0.917	0.781
16505	0.854	0.542
16506	0.896	0.102
16507	0.833	0.945
16508	0.896	0.847
16509	0.771	0.056
16510	0.75	0.179
16511	0.896	0.773
16512	0.875	0.19
16513	0.875	0.958
16514	0.833	0.719
16515	0.792	0.817
16516	0.833	0.855
16517	0.708	0.133
16518	0.75	0.644
16519	0.813	0.754
16520	0.729	0.148
16521	0.833	0.748
16522	0.729	0.538
16523	0.729	0.942
16524	0.813	0.677
16525	0.813	0.25
16526	0.875	0.166
16527	0.729	0.425
16528	0.813	0.877
16529	0.813	0.346
16530	0.729	0.922
16531	0.75	0.889
16532	0.75	0.22
16533	0.688	0.399
16534	0.771	0.296
16535	0.688	0.155
16536	0.833	0.701
16537	0.854	0.433
16538	0.729	0.516
16539	0.833	0.611
16540	0.792	0.687
16541	0.771	0.034
16542	0.896	0.619
16543	0.854	0.482
16544	0.833	0.843
16545	0.729	0.211
16546	0.771	0.718
16547	0.729	0.123
16548	0.75	0.301
16549	0.833	0.081
16550	0.792	0.242
16551	0.875	0.199
16552	0.875	0.455
16553	0.854	0.983
16554	0.771	0.791
16555	0.75	0.305
16556	0.813	0.931
16557	0.75	0.962
16558	0.833	0.874
16559	0.875	0.915
16560	0.833	0.184
16561	0.771	0.57
16562	0.688	0.39
16563	0.792	0.858
16564	0.813	0.61
16565	0.688	0.09
16566	0.729	0.481
16567	0.854	0.743
16568	0.792	0.055
16569	0.875	0.834
16570	0.938	0.151
16571	0.875	0.926
16572	0.646	0.172
16573	0.771	0.012
16574	0.833	0.475
16575	0.708	0.255
16576	0.896	0.658
16577	0.688	0.609
16578	0.896	0.871
16579	0.729	0.194
16580	0.75	0.529
16581	0.75	0.132
16582	0.771	0.061
16583	0.833	0.948
16584	0.854	0.637
16585	0.75	0.306
16586	0.75	0.587
16587	0.833	0.41
16588	0.771	0.101
16589	0.75	0.028
16590	0.771	0.858
16591	0.854	0.611
16592	0.833	0.306
16593	0.708	0.21
16594	0.854	0.365
16595	0.833	0.478
16596	0.792	0.588
16597	0.833	0.589
16598	0.729	0.363
16599	0.75	0.258
16600	0.729	0.385
16601	0.833	0.868
16602	0.75	0.633
16603	0.688	0.168
16604	0.813	0.549
16605	0.688	0.164
16606	0.688	0.459
16607	0.75	0.069
16608	0.646	0.315
16609	0.854	0.861
16610	0.75	0.253
16611	0.708	0.358
16612	0.729	0.211
16613	0.771	0.114
16614	0.792	0.618
16615	0.813	0.747
16616	0.813	0.574
16617	0.75	0.084
16618	0.813	0.562
16619	0.75	0.529
16620	0.833	0.167
16621	0.938	0.889
16622	0.708	0.148
16623	0.792	0.495
16624	0.729	0.554
16625	0.854	0.867
16626	0.75	0.599
16627	0.833	0.765
16628	0.813	0.556
16629	0.708	0.071
16630	0.792	0.553
16631	0.875	0.258
16632	0.792	0.133
16633	0.688	0.1
16634	0.813	0.618
16635	0.813	0.263
16636	0.813	0.681
16637	0.729	0.417
16638	0.833	0.021
16639	0.875	0.585
16640	0.875	0.66
16641	0.813	0.732
16642	0.771	0.431
16643	0.75	0.236
16644	0.729	0.256
16645	0.854	0.591
16646	0.729	0.643
16647	0.729	0.054
16648	0.792	0.928
16649	0.938	0.927
16650	0.813	0.268
16651	0.75	0.569
16652	0.667	0.245
16653	0.75	0.183
16654	0.688	0.279
16655	0.854	0.89
16656	0.729	0.107
16657	0.896	0.941
16658	0.729	0.407
16659	0.833	0.33
16660	0.75	0.602
16661	0.792	0.416
16662	0.813	0.486
16663	0.771	0.056
16664	0.75	0.017
16665	0.75	0.266
16666	0.792	0.617
16667	0.875	0.775
16668	0.771	0.728
16669	0.813	0.686
16670	0.75	0.343
16671	0.854	0.954
16672	0.729	0.239
16673	0.708	0.297
16674	0.792	0.039
16675	0.75	0.944
16676	0.792	0.215
16677	0.813	0.762
16678	0.917	0.918
16679	0.813	0.832
16680	0.75	0.672
16681	0.771	0.257
16682	0.875	0.439
16683	0.854	0.438
16684	0.896	0.824
16685	0.729	0.209
16686	0.854	0.882
16687	0.771	0.094
16688	0.875	0.212
16689	0.833	0.165
16690	0.667	0.297
16691	0.875	0.853
16692	0.729	0.056
16693	0.833	0.913
16694	0.792	0.677
16695	0.813	0.15
16696	0.729	0.094
16697	0.875	0.816
16698	0.875	0.588
16699	0.708	0.13
16700	0.792	0.639
16701	0.854	0.973
16702	0.625	0.098
16703	0.792	0.071
16704	0.729	0.127
16705	0.708	0.261
16706	0.854	0.57
16707	0.833	0.197
16708	0.729	0.266
16709	0.792	0.013
16710	0.729	0.362
16711	0.729	0.116
16712	0.771	0.34
16713	0.813	0.354
16714	0.917	0.47
16715	0.875	0.874
16716	0.833	0.714
16717	0.833	0.266
16718	0.729	0.314
16719	0.896	0.826
16720	0.854	0.012
16721	0.854	0.378
16722	0.917	0.939
16723	0.938	0.77
16724	0.917	0.422
16725	0.771	0.34
16726	0.771	0.284
16727	0.708	0.038
16728	0.771	0.392
16729	0.75	0.37
16730	0.792	0.326
16731	0.75	0.107
16732	0.833	0.458
16733	0.896	0.694
16734	0.708	0.292
16735	0.875	0.526
16736	0.875	0.444
16737	0.813	0.781
16738	0.75	0.653
16739	0.729	0.474
16740	0.792	0.401
16741	0.896	0.358
16742	0.875	0.645
16743	0.729	0.594
16744	0.771	0.554
16745	0.833	0.792
16746	0.75	0.973
16747	0.813	0.864
16748	0.792	0.582
16749	0.75	0.828
16750	0.729	0.483
16751	0.729	0.395
16752	0.75	0.392
16753	0.708	0.626
16754	0.813	0.347
16755	0.771	0.38
16756	0.771	0.417
16757	0.729	0.109
16758	0.708	0.328
16759	0.688	0.088
16760	0.729	0.146
16761	0.875	0.73
16762	0.729	0.374
16763	0.708	0.235
16764	0.771	0.444
16765	0.813	0.298
16766	0.875	0.189
16767	0.771	0.246
16768	0.813	0.259
16769	0.854	0.861
16770	0.771	0.416
16771	0.833	0.823
16772	0.833	0.855
16773	0.854	0.849
16774	0.729	0.285
